sentence	spoiler	verb	page	trope	genre
Possibly Marion, especially after offering a circle stroke to Nelson, and later in the episode looking forward to being  gang stroked,  not to mention what he did with the  scare(lesbian)crow at the end , and the  Cutaway Gag  with George Best.	True	True 0	Mongrels	DepravedBisexual	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
  Vince  certainly acts like a puppydog around his... until someone insults her	True	True 0	Mongrels	EvenBadMenLoveTheirMamas	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
Vince claims such in the second episode of series 2   except when singing karaoke .	True	True 0	Mongrels	HollywoodTourettes	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
"Nelson is chasing after Destiny, in the first episode Nelson got involved with a chicken, Kali once almost got involved with a   female  crow, Kali's attempts to breed the ""pigeox"", and what Destiny did with Vince while he was in a coma."	True	True 0	Mongrels	InterspeciesRomance	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
It's probably not a coincidence that Kali is named for the Hindu goddess of destruction.	False	True 0	Mongrels	NamesToRunAwayFromReallyFast	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
This gets lampshaded.	False	True 0	Mongrels	NonIndicativeTitle	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
Mainly  Played for Laughs  and appear on quite a few female characters but averted for  birds whose the lack of external genitalia is a plot point for an episode .	True	True 0	Mongrels	NonMammalMammaries	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
Though characters that change Nelson's life significantly have a way of dying before the episode is over:   Kieran (adopted son), the pigeox (biological offspring) and Sandra (wife/sister) and Vince's mother (Fiancee) .	True	True 0	Mongrels	StatusQuoIsGod	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
Nelson uses this to communicate with Rob the chimpanzee when they first meet, leading Rob to think that Nelson doesn't know normal English and respond in the same way.	False	True 0	Mongrels	YouNoTakeCandle	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
So they don't.	False	True 0	Monk	DetectiveDrama	Crime Comedy Drama Documentary Short
For added fun in this, one of Shalhoub's co-stars from  Wings , Tim Daly, was there and did a double take on seeing Monk.	False	True 0	Monk	ActorAllusion	Crime Comedy Drama Documentary Short
He gets better, though.	False	True 0	Monk	AdultChild	Crime Comedy Drama Documentary Short
It would've worked if she hadn't made it clear that she knew which arm Stottlemeyer had in a sling.	True	True 0	Monk	AssholeVictim	Crime Comedy Drama Documentary Short
He ends up playing his role a little bit too well.	False	True 0	Monk	BecomingTheMask	Crime Comedy Drama Documentary Short
Though this time it wasn't Monk's fault, as earlier in the episode, Natalie notes that said actor already had a history of  Becoming the Mask  multiple times in the past, having once had to spend three months in a rehabilitation clinic despite not drinking because he played an alcoholic character.	False	True 0	Monk	BecomingTheMask	Crime Comedy Drama Documentary Short
However, the councilwoman who helps bring the matter before the city council is killed, leaving Monk to solve her murder and reveal that her vote would keep the parking garage standing; unfortunately, Monk insults the councilwoman's replacement during  The Summation , which causes the replacement to change the deciding vote out of spite.	True	True 0	Monk	BerserkButton	Crime Comedy Drama Documentary Short
A sign shown after Monk leaves the structure for the last time shows that the playground replacing the parking garage will be named in Trudy's honor.	True	True 0	Monk	BerserkButton	Crime Comedy Drama Documentary Short
The first instance of this was in  Mr.	True	True 0	Monk	YourCheatingHeart	Crime Comedy Drama Documentary Short
Monk and the Captain's Wife , where he started losing his sanity when his wife was hospitalized for severe injuries relating to a car crash caused when she collided with a tow truck after the truck's driver got shot, and even ended up coming very close to losing his badge just to do so .	True	True 0	Monk	YourCheatingHeart	Crime Comedy Drama Documentary Short
The second time was in  Mr.	True	True 0	Monk	YourCheatingHeart	Crime Comedy Drama Documentary Short
Rewind 8 seasons ago to the first episode, and Monk is in the middle of a crime scene and suddenly remembers that he might not have turned the stove off.	True	True 0	Monk	BrickJoke	Crime Comedy Drama Documentary Short
There's another one.	True	True 0	Monk	BrickJoke	Crime Comedy Drama Documentary Short
"In ""Mr Monk and the Game Show"" he talks to Trudy's mother about how she dealt with her grief, she says, ""I was  buried alive ."	True	True 0	Monk	BrickJoke	Crime Comedy Drama Documentary Short
If the rest of the book was bad, I seriously wonder what was on   page 73, the page Natalie ate.	False	True 0	Monk	BrokenPedestal	Crime Comedy Drama Documentary Short
"Monk Takes a Vacation,"" Sharona takes Monk on a vacation against his will, where he is incredibly uncomfortable and simply sits on the beach fully clothed."	False	True 0	Monk	BusmansHoliday	Crime Comedy Drama Documentary Short
Supposedly he tells two jokes during the entire series, both times shocking everyone around him; this doesn't stop him from  snarking , especially early in the series.	False	True 0	Monk	CannotTellAJoke	Crime Comedy Drama Documentary Short
"Monk and the UFO""...  unless of course he really  ''is'' an alien that will destroy the planet if Natalie doesn't stop trying to see his belly button ."	True	True 0	Monk	CannotTellAJoke	Crime Comedy Drama Documentary Short
") It turns out to be an "" If I Do Not Return "" video made by Trudy, and it contains all the information Monk  ever  needed to find her killer."	True	True 0	Monk	ChekhovsGun	Crime Comedy Drama Documentary Short
Yes, that's right: the Gun has been sitting, loaded, on the mantle for 12 years and 8 seasons, and has been  regularly  pointed out by the characters.	True	True 0	Monk	ChekhovsGun	Crime Comedy Drama Documentary Short
Monk can often figure out the crime this way before he has any solid evidence and spends the rest of the episode obtaining said evidence.	False	True 0	Monk	ConvictionByContradiction	Crime Comedy Drama Documentary Short
Inverted , in that the police didn't mix him up, but instead recruited him to make the other  criminals  think he was the hit-man.	False	True 0	Monk	CriminalDoppelganger	Crime Comedy Drama Documentary Short
Despite being visibly terrified, he does things like   standing in front of an F-22 fighter jet about to take off.	True	True 0	Monk	CrouchingMoronHiddenBadass	Crime Comedy Drama Documentary Short
In the finale   he beats up the judge who  murdered Trudy .	True	True 0	Monk	CrouchingMoronHiddenBadass	Crime Comedy Drama Documentary Short
"Monk Gets Cabin Fever""   (even though the latter example was  his own damn fault ) ."	True	True 0	Monk	TheTerminator	Crime Comedy Drama Documentary Short
Justified, as they were trying to locate Monk before he ends up doing something bad to  Ethan Rickover  in revenge for  murdering Trudy as well as a nurse .	True	True 0	Monk	DrivesLikeCrazy	Crime Comedy Drama Documentary Short
The fact that it was stormy outside, and Disher ended up selling his siren in a garage sale shortly beforehand didn't help matters, either.	True	True 0	Monk	DrivesLikeCrazy	Crime Comedy Drama Documentary Short
Perhaps he thought that crime was over.	True	True 0	Monk	DrivesLikeCrazy	Crime Comedy Drama Documentary Short
Some of his colleagues realize what is happening, but can't prevent Monk from attacking their boss.	False	True 0	Monk	DudeNotFunny	Crime Comedy Drama Documentary Short
Monk and the Three Pies , that Adrian Monk's family was dysfunctional, and contributed to most of Monk's quirks.	False	True 0	Monk	DysfunctionalFamily	Crime Comedy Drama Documentary Short
"Monk and the Badge,"" where Monk  rejoins the force ; and both the novels and the TV show had episodes about Sharona returning."	True	True 0	Monk	ExpandedUniverse	Crime Comedy Drama Documentary Short
) Another problem is the fact that the novels were published at a much slower rate than episodes aired.	True	True 0	Monk	ExpandedUniverse	Crime Comedy Drama Documentary Short
Happens when Monk gets close to finding   Trudy's killer.	True	True 0	Monk	FoundTheKillerLostTheMurderer	Crime Comedy Drama Documentary Short
"All things considered, there is a form of this in Katherine Kendall's character in ""Mr."	True	True 0	Monk	FoundTheKillerLostTheMurderer	Crime Comedy Drama Documentary Short
She kills her senile patient by wheeling him up the stairs and shoving him down to his death.	True	True 0	Monk	FoundTheKillerLostTheMurderer	Crime Comedy Drama Documentary Short
"When Monk catches onto her, she is stabbed and killed by her lover,  ""Honest"" Jake ."	True	True 0	Monk	FoundTheKillerLostTheMurderer	Crime Comedy Drama Documentary Short
"The Scared Stiff variant had been attempted in ""Mr."	False	True 0	Monk	FrightDeathtrap	Crime Comedy Drama Documentary Short
Oh my God, you-you must have thought that- look-look you know that this is just a job, right?	False	True 0	Monk	FunnyAneurysmMoment	Crime Comedy Drama Documentary Short
She worked here too, didn't she?	False	True 0	Monk	FunnyAneurysmMoment	Crime Comedy Drama Documentary Short
Kroger enters and finds Randy on the floor, shirtless, singing in harmony with Monk]	False	True 0	Monk	GilliganCut	Crime Comedy Drama Documentary Short
"He finally opens Trudy's last Christmas gift to him, and it ends up being an "" If I Do Not Return "" message to him that may ultimately give him the clues he needs to finally solve the mystery of her murder."	True	True 0	Monk	GrandFinale	Crime Comedy Drama Documentary Short
Although he certainly succeeded in having the grill ignite, actually having the fan killed by the explosion wasn't nearly as successful, as the only real damage he did to the fan was burn his right hand (a good subsitute for an ice pack or bandage is to put a rubber foam glove over it).	True	True 0	Monk	GrillingPyrotechnics	Crime Comedy Drama Documentary Short
Also, unlike most uses of this trope, it wasn't  Played for Laughs .	True	True 0	Monk	GrillingPyrotechnics	Crime Comedy Drama Documentary Short
It is heavily implied that, although Trudy's murder via a bombing didn't cause Monk's issues, but it certainly made it a lot worse than before, suffering a mental breakdown that forced him into early retirement from the force before the start of the series, and necessitated therapy as well as  finding Trudy's killer, not to mention learning that the car bomb was intended for Trudy all along and not a backfired assassination attempt on him  that he ever gets better.	True	True 0	Monk	HeroicBSOD	Crime Comedy Drama Documentary Short
He also has relatively minor episodes within the main  Heroic BSOD , namely pertained to whether he can get his old job back or not (such as when he was not only removed from the case, but also had his detective's license revoked by the commissioner simply because he accidentially deleted a few years worth of forensic files while attempting to eliminate crumbs from the keyboard, or when a four-year hiring freeze threatened his chances of reinstatement).	True	True 0	Monk	HeroicBSOD	Crime Comedy Drama Documentary Short
